fighter,odds,ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,match_weightclass_rank,Women's Flyweight_rank,Women's Featherweight_rank,Women's Strawweight_rank,Women's Bantamweight_rank,Heavyweight_rank,Light Heavyweight_rank,Middleweight_rank,Welterweight_rank,Lightweight_rank,Featherweight_rank,Bantamweight_rank,Flyweight_rank,Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,kd_bout,sig_str_landed_bout,sig_str_attempted_bout,sig_str_pct_bout,tot_str_landed_bout,tot_str_attempted_bout,td_landed_bout,td_attempted_bout,td_pct_bout,sub_attempts_bout,pass_bout,rev_bout,bout_id,opponent,corner,avg_SUATT,country_of_origin,camp,camp_country,camp_city,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts
Takeya Mizugaki,-145,68.96551724,2014-05-24,"Las Vegas, Nevada, USA", USA,1,False,Bantamweight,MALE,3,0,4,0,59.5,0.415,2.0,0.53375,4,2,23,0,0,3,2,1,0,0,6,Orthodox,170.18,172.72,135,30,0,-2,-2,-3,0,-12,0,1,0,2.54,0.0,-2,-15.5,0.475,-1.6,0,1,6.0,,,,,,,,,,,6.0,,,1,U-DEC,,3.0,5:00,900.0,1.0,35.0,135.0,0.25,67.0,179.0,0.0,3.0,0.0,0.0,3.0,0.0,334aed9c2952390a855b0b8a395cbaa7,Francisco Rivera,Red,,,,,,mixed,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Jamie Varner,-215,46.51162791,2014-05-24,"Las Vegas, Nevada, USA", USA,0,False,Lightweight,MALE,3,2,0,0,33.14285714,0.412857143,3.142857143,0.59,2,4,16,0,0,1,0,1,1,0,3,Orthodox,172.72,182.88,155,29,1,0,-1,-2,3,-12,0,-1,0,15.24,2.54,2,25.85714286,-0.357142857,-2.642857143,0,1,,,,,,,,,,,,,,,neither,KO/TKO,,1.0,5:00,300.0,0.0,7.0,30.0,0.23,9.0,33.0,1.0,1.0,1.0,0.0,1.0,0.0,9c55613ac64480e3e66272f34f47b462,James Krause,Red,,,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Michael Chiesa,-150,66.66666667,2014-05-24,"Las Vegas, Nevada, USA", USA,1,False,Lightweight,MALE,3,0,1,0,11.25,0.3775,1.25,0.3575,2,1,7,1,0,0,0,0,3,0,3,Southpaw,185.42,190.5,170,26,0,0,0,1,-1,5,-1,1,-1,-10.16,-12.7,-9,15.41666667,-0.583333333,-0.416666667,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,19.0,70.0,0.27,121.0,208.0,2.0,7.0,0.28,0.0,3.0,0.0,3547b3fa8e80f032b6952815820b3fc7,Francisco Trinaldo,Red,,United States,,,,wrestling,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Tony Ferguson,-315,31.74603175,2014-05-24,"Las Vegas, Nevada, USA", USA,1,False,Lightweight,MALE,3,0,1,0,32.6,0.352,0.6,0.332,3,1,9,1,0,0,1,1,1,1,4,Orthodox,180.34,193.04,155,30,0,0,-2,-3,1,-6,-1,-2,-1,-7.62,-25.4,-2,-9.6,-0.4,2.4,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:06,246.0,1.0,38.0,67.0,0.56,40.0,69.0,1.0,2.0,0.5,1.0,1.0,0.0,9531dbde92388645d47b4f5edb74daad,Katsunori Kikuno,Red,,United States,,,,kung fu,1,1,0,0,0,0,1,0,1,1,0,1,0,2,1
Chris Holdsworth,-355,28.16901408,2014-05-24,"Las Vegas, Nevada, USA", USA,1,False,Bantamweight,MALE,3,0,1,0,15.0,0.3,1.0,0.5,1,0,2,1,0,0,0,0,1,0,1,Orthodox,180.34,180.34,135,26,-1,-1,0,1,-2,10,-1,0,-1,-12.7,-12.7,-3,8.75,-0.25,0.25,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,26.0,88.0,0.29,140.0,225.0,4.0,6.0,0.66,2.0,13.0,0.0,7255e09048689113572d5ed6662451a6,Chico Camus,Red,,,,,,mixed,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Al Iaquinta,-430,23.25581395,2014-05-24,"Las Vegas, Nevada, USA", USA,0,False,Lightweight,MALE,3,0,3,0,55.5,0.445,1.5,0.3125,3,1,10,1,0,0,3,0,0,0,3,Orthodox,177.8,177.8,155,27,0,-2,-2,-2,-1,-2,-1,0,0,0.0,7.62,-1,-34.16666667,0.083333333,-0.5,0,1,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,2.0,0:57,357.0,0.0,13.0,19.0,0.68,31.0,40.0,1.0,1.0,1.0,2.0,6.0,0.0,437c2d5d8cc80331aff1b6b063d3a640,Mitch Clarke,Red,,United States,SerraLongo Fight Team ,New York,Long Island,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Anthony Njokuani,-260,38.46153846,2014-05-24,"Las Vegas, Nevada, USA", USA,0,False,Lightweight,MALE,3,0,1,0,60.5,0.46,0.5,0.276666667,1,3,17,0,0,0,2,1,0,0,3,Orthodox,185.42,190.5,155,34,0,0,0,-2,2,-13,0,-1,0,-7.62,-7.62,3,-38.5,0.333333333,3.5,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,24.0,77.0,0.31,30.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,cc759f389f12ae56cc4e48831a5e7d40,Vinc Pichel,Red,,,,,,taekwondo,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
Sam Sicilia,-140,71.42857143,2014-05-24,"Las Vegas, Nevada, USA", USA,1,False,Featherweight,MALE,3,1,0,0,24.6,0.398,0.6,0.428,1,3,10,0,0,0,0,2,0,0,2,Orthodox,172.72,170.18,145,28,1,0,-1,-2,3,-10,0,-2,0,2.54,7.62,4,-24.6,-0.2,-0.6,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,37.0,68.0,0.54,95.0,129.0,5.0,8.0,0.62,1.0,7.0,1.0,d2cac32bb40485d3e1a022e18682ed36,Aaron Phillips,Red,,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
David Michaud,-125,80.0,2014-05-24,"Las Vegas, Nevada, USA", USA,0,False,Welterweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,25,0,0,0,0,0,0,0,0,0,7.62,-2.54,-1,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,8047441c7a50e6d58e8f6db67eabd70a,Li Jingliang,Red,,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Matt Brown,210,210.0,2014-05-10,"Cincinnati, Ohio, USA", USA,1,False,Welterweight,MALE,5,0,6,0,29.75,0.580625,0.9375,0.40375,6,5,34,0,0,0,2,8,1,0,11,Orthodox,182.88,190.5,170,33,0,-5,-5,-7,2,-24,0,-6,1,0.0,-2.54,4,-17.32142857,-0.410714286,-0.651785714,0,1,7.0,,,,,,,,7.0,,,,,,1,KO/TKO,Punches,3.0,2:11,731.0,0.0,118.0,166.0,0.71,161.0,213.0,5.0,5.0,1.0,4.0,2.0,0.0,0ad7e1dee9e0bdd0370187e964a90141,Erick Silva,Red,,United States,,,,mixed,0,0,1,0,0,0,1,1,0,1,0,1,0,2,0
Costas Philippou,160,160.0,2014-05-10,"Cincinnati, Ohio, USA", USA,1,False,Middleweight,MALE,3,2,0,0,27.5,0.37375,0.375,0.2075,5,3,20,0,0,1,2,2,0,0,5,Orthodox,180.34,185.42,185,34,1,0,-4,-4,1,-11,0,-2,0,0.0,-2.54,7,11.5,-0.25,-0.375,0,1,12.0,,,,,,,12.0,,,,,,,1,,,,,,,,,,,,,,,,,,df8df5f6573d87bad983ba3960b640e2,Lorenz Larkin,Red,,,,,,boxing,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Erik Koch,-295,33.89830508,2014-05-10,"Cincinnati, Ohio, USA", USA,0,False,Lightweight,MALE,3,0,1,0,21.8,0.404,0.0,0.0,2,2,10,0,0,0,1,2,0,0,3,Southpaw,177.8,180.34,155,25,0,0,0,1,0,5,0,0,0,-5.08,2.54,-3,14.53333333,-0.833333333,0.833333333,0,1,,,,,,,,,,,15.0,,,,neither,KO/TKO,Kick,1.0,3:21,201.0,0.0,6.0,21.0,0.28,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,90ba5a900858163954d6db3cc71ed46f,Daron Cruickshank,Red,,,Roufusport,Wisconsin,Milwaukee,taekwondo,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Neil Magny,275,275.0,2014-05-10,"Cincinnati, Ohio, USA", USA,1,False,Welterweight,MALE,3,0,1,0,43.5,0.3925,1.75,0.4,1,2,10,0,0,0,2,0,0,0,2,Orthodox,190.5,203.2,170,26,-2,-1,1,0,0,0,0,1,0,-2.54,-12.7,-4,4.0,0.0,-1.75,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,29.0,77.0,0.37,52.0,105.0,4.0,9.0,0.44,0.0,4.0,0.0,3ea317c56acf915a65c8cfb7e26d7201,Tim Means,Red,,United States,Elevation Fight Team ,Colorado,Denver,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Soa Palelei,-310,32.25806452,2014-05-10,"Cincinnati, Ohio, USA", USA,1,False,Heavyweight,MALE,3,0,2,0,20.66666667,0.7,2.0,1.0,2,1,7,0,0,0,0,2,0,0,2,Orthodox,193.04,205.74,265,36,0,-2,-2,-2,1,-7,0,-2,0,-5.08,-15.24,0,-20.66666667,0.0,-2.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:20,140.0,0.0,5.0,7.0,0.71,19.0,21.0,1.0,1.0,1.0,0.0,3.0,0.0,c32bbc3e5509769d9ac63413557511f2,Ruan Potts,Red,,,,,,mixed,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Chris Cariaso,135,135.0,2014-05-10,"Cincinnati, Ohio, USA", USA,1,False,Flyweight,MALE,3,0,2,0,51.33333333,0.443333333,0.888888889,0.323333333,3,3,26,0,0,1,4,1,0,0,6,Southpaw,160.02,160.02,125,32,0,-1,-2,-5,3,-23,0,-1,0,15.24,12.7,10,40.66666667,0.777777778,-0.888888889,0,1,10.0,,,,,,,,,,,,10.0,,1,S-DEC,,3.0,5:00,900.0,0.0,64.0,124.0,0.51,86.0,149.0,2.0,2.0,1.0,4.0,1.0,0.0,c9a19c0c5ecb3c4a2d6533e78f90e285,Louis Smolka,Red,,,,,,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ed Herman,135,135.0,2014-05-10,"Cincinnati, Ohio, USA", USA,1,False,Middleweight,MALE,3,1,0,0,26.13333333,0.522,1.933333333,0.508,3,7,33,1,0,1,1,2,4,0,8,Orthodox,185.42,195.58,205,33,0,0,0,-3,3,-9,-1,-2,-3,-2.54,-2.54,2,11.42222223,-0.088888889,0.288888889,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,51.0,87.0,0.58,78.0,117.0,1.0,4.0,0.25,0.0,0.0,0.0,a7edc01fb77fe646c0018ed49a05a6f0,Rafael Natal,Red,,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Kyoji Horiguchi,-210,47.61904762,2014-05-10,"Cincinnati, Ohio, USA", USA,1,False,Flyweight,MALE,3,0,1,0,30.0,0.6,1.0,0.33,1,0,2,0,0,0,0,1,0,0,1,Orthodox,165.1,167.64,125,23,-1,-1,-1,-1,-1,-1,0,-1,0,2.54,2.54,-3,-20.0,0.0,-1.0,0,1,,,,,,,,,,,,,,,0,U-DEC,,3.0,5:00,900.0,1.0,65.0,147.0,0.44,82.0,169.0,2.0,2.0,1.0,0.0,0.0,0.0,8a86645cfec7634e2ed5341acbb02f3b,Darrell Montague,Red,,,Krazy Bee,Japan,Tokyo,karate,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Yan Cabral,-560,17.85714286,2014-05-10,"Cincinnati, Ohio, USA", USA,0,False,Welterweight,MALE,3,0,1,0,18.0,0.52,4.0,0.66,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,155,30,0,0,0,0,0,-2,0,0,1,2.54,5.08,1,-13.0,0.0,-2.0,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,23.0,38.0,0.6,44.0,59.0,1.0,9.0,0.11,2.0,4.0,1.0,ed93801ea8571e535392bad21589f88c,Zak Cummings,Red,,,,,,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Eddie Wineland,-935,10.69518717,2014-05-10,"Cincinnati, Ohio, USA", USA,0,False,Bantamweight,MALE,3,0,1,0,41.83333333,0.281666667,0.333333333,0.221666667,2,3,15,1,0,1,0,2,0,0,3,Orthodox,170.18,175.26,135,29,0,0,-1,-2,2,-9,-1,-2,0,0.0,5.08,-6,-2.33333333,0.5,-0.333333333,0,1,4.0,,,,,,,,,,,4.0,,,1,KO/TKO,Punch,1.0,4:37,277.0,0.0,6.0,56.0,0.1,6.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,4ad433f24d4c565ca602652d07db756a,Johnny Eduardo,Red,,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Manvel Gamburyan,460,460.0,2014-05-10,"Cincinnati, Ohio, USA", USA,0,False,Featherweight,MALE,3,1,0,0,18.8,0.391,2.2,0.346,2,6,23,1,0,0,2,0,2,0,4,Orthodox,165.1,170.18,135,33,0,0,2,4,1,12,-1,1,-1,7.62,2.54,4,21.66153846,0.830769231,1.261538462,0,1,,,,,,,,,,,,,,,0,U-DEC,,3.0,5:00,900.0,0.0,28.0,52.0,0.53,60.0,86.0,1.0,2.0,0.5,1.0,0.0,1.0,930bb9c219de4e36c67444305ab9bbaa,Nik Lentz,Red,,,,,,judo,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
Justin Salas,-290,34.48275862,2014-05-10,"Cincinnati, Ohio, USA", USA,1,False,Lightweight,MALE,3,1,0,0,28.25,0.42,1.75,0.1475,1,2,8,0,0,1,1,0,0,0,2,Southpaw,172.72,177.8,155,32,0,0,-1,-2,1,-7,0,0,0,5.08,7.62,7,-27.25,0.0,-1.75,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:41,161.0,1.0,20.0,26.0,0.76,22.0,28.0,0.0,6.0,0.0,0.0,0.0,0.0,3dfcd6bf473fa937d5a9766311769672,Ben Wall,Red,,,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Anthony Lapsley,245,245.0,2014-05-10,"Cincinnati, Ohio, USA", USA,0,False,Welterweight,MALE,3,1,0,0,8.0,0.42,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,175.26,180.34,170,34,0,0,0,0,0,0,0,0,0,5.08,5.08,12,24.0,0.0,1.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:56,236.0,0.0,2.0,10.0,0.2,2.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,39d75f5adfe26f97bb1af5481eb8cadc,Albert Tumenov,Red,,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Jon Jones,-440,22.72727273,2014-04-26,"Baltimore, Maryland, USA", USA,1,True,Light Heavyweight,MALE,5,0,10,0,49.0,0.572142857,1.928571429,0.62,10,1,37,7,0,0,4,4,5,0,13,Orthodox,193.04,213.36,205,26,0,-5,-5,-8,1,-29,-7,-2,-3,-5.08,-20.32,-8,-7.8,0.028571429,0.071428571,0,1,0.0,,,,,,0.0,,,,,,,1.0,1,U-DEC,,5.0,5:00,1500.0,0.0,138.0,236.0,0.58,158.0,256.0,3.0,6.0,0.5,2.0,0.0,0.0,a67dc954d78ccab46f78fef27def2e13,Glover Teixeira,Red,,United States,JacksonWink MMA,New Mexico,Albuquerque,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Phil Davis,-240,41.66666667,2014-04-26,"Baltimore, Maryland, USA", USA,0,False,Light Heavyweight,MALE,3,0,3,0,38.0,0.441,2.2,0.431,5,2,26,0,0,0,5,0,3,0,8,Orthodox,187.96,200.66,205,29,-1,-3,-2,-1,-2,-7,0,6,-3,0.0,-2.54,-1,-18.63636364,-0.145454545,-0.836363636,0,1,4.0,,,,,,4.0,,,,,,,,1,U-DEC,,3.0,5:00,900.0,0.0,21.0,127.0,0.16,27.0,133.0,0.0,8.0,0.0,0.0,0.0,0.0,98bfb192b53d4e683586b1a81e0dd4b4,Anthony Johnson,Red,,,Alliance MMA,California,San Diego,wrestling,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1
Luke Rockhold,-1000,10.0,2014-04-26,"Baltimore, Maryland, USA", USA,1,False,Middleweight,MALE,3,0,1,0,9.0,0.515,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Southpaw,190.5,195.58,185,29,0,0,3,7,-4,31,0,2,0,-7.62,-7.62,-4,23.07692308,0.846153846,1.384615385,0,1,5.0,,,,,,,5.0,,,,,,,1,SUB,Kimura,1.0,2:08,128.0,0.0,4.0,4.0,1.0,9.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,4cfadaa211d654b4fc043cc07ffaa656,Tim Boetsch,Red,,United States,RVCA Training Center ,California,Costa Mesa,jiu jitsu,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2
Jim Miller,-185,54.05405405,2014-04-26,"Baltimore, Maryland, USA", USA,1,False,Lightweight,MALE,3,0,1,0,27.3125,0.339375,1.4375,0.523125,7,4,38,0,0,0,5,2,5,0,12,Southpaw,172.72,180.34,155,30,-2,-1,-7,-12,2,-36,0,-2,-5,5.08,10.16,4,-12.8125,-1.875,-1.4375,0,1,9.0,,,,,,,,,9.0,,,,,1,SUB,Guillotine Choke,1.0,3:18,198.0,0.0,5.0,19.0,0.26,6.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,68bec69b2e02cc4b8502a1e1b2ef2c43,Yancy Medeiros,Red,,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Max Holloway,125,125.0,2014-04-26,"Baltimore, Maryland, USA", USA,1,False,Featherweight,MALE,3,0,1,0,64.28571429,0.371428571,0.0,0.0,3,3,17,0,0,1,1,2,0,0,4,Orthodox,180.34,175.26,155,22,0,0,-2,-3,3,-15,0,-1,0,0.0,12.7,-1,-9.28571429,0.0,1.0,0,1,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3.0,3:39,819.0,0.0,47.0,149.0,0.31,57.0,161.0,0.0,0.0,0.0,2.0,0.0,0.0,bfcd0d6c5dffb25ecd63b2211defac7f,Andre Fili,Red,,United States,,,,kickboxing,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0
Joseph Benavidez,-450,22.22222222,2014-04-26,"Baltimore, Maryland, USA", USA,1,False,Flyweight,MALE,3,1,0,0,39.25,0.32125,1.0,0.18625,3,2,20,2,0,0,3,3,0,0,6,Southpaw,162.56,165.1,125,29,0,0,-1,-4,0,-8,-2,-3,0,7.62,2.54,2,30.5,1.375,2.75,0,1,2.0,,,,,,,,,,,,2.0,,1,SUB,Guillotine Choke,1.0,4:08,248.0,0.0,9.0,23.0,0.39,14.0,28.0,0.0,0.0,0.0,1.0,3.0,1.0,0c782557a822486ba61c78e483db7b4c,Tim Elliott,Red,,United States,Team Alpha Male,California,Sacramento,boxing,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Takanori Gomi,-155,64.51612903,2014-04-26,"Baltimore, Maryland, USA", USA,1,False,Lightweight,MALE,3,1,0,0,32.28571429,0.301428571,0.142857143,0.071428571,2,4,15,0,0,1,0,2,0,0,3,Southpaw,170.18,177.8,155,35,0,0,-1,-2,3,-9,0,-2,0,2.54,-5.08,-1,16.21428571,0.0,-0.142857143,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,130.0,240.0,0.54,153.0,263.0,0.0,0.0,0.0,0.0,2.0,1.0,5b3fbce680c661f19cbf71d8f71e94f4,Isaac Vallie-Flagg,Red,,,,,,boxing,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Jessamyn Duke,-135,74.07407407,2014-04-26,"Baltimore, Maryland, USA", USA,0,False,Women's Bantamweight,FEMALE,3,0,1,0,123.0,0.66,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,135,27,0,0,0,0,0,0,0,0,0,-15.24,-22.86,-3,-58.0,-3.0,0.0,0,1,14.0,,,,14.0,,,,,,,,,,0,U-DEC,,3.0,5:00,900.0,0.0,54.0,130.0,0.41,70.0,148.0,1.0,6.0,0.16,0.0,0.0,0.0,e3e402f6b8c603bd8a819b46e5922a41,Bethe Correia,Red,,,,,,wrestling,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
Danny Castillo,-355,28.16901408,2014-04-26,"Baltimore, Maryland, USA", USA,1,False,Lightweight,MALE,3,1,0,0,35.44444444,0.503333333,3.0,0.43,3,3,24,0,0,1,4,1,0,0,6,Orthodox,175.26,180.34,155,34,-2,0,-1,-2,-2,-6,0,-1,0,2.54,2.54,1,-23.0,-0.222222222,-0.888888889,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,0:21,321.0,1.0,16.0,21.0,0.76,20.0,25.0,0.0,3.0,0.0,0.0,1.0,1.0,5d15bcd9cec1e120402a22a45f7f58d7,Charlie Brenneman,Red,,,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Chris Beal,-110,90.90909091,2014-04-26,"Baltimore, Maryland, USA", USA,1,False,Bantamweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,28,0,0,0,0,0,0,0,0,0,2.54,10.16,-4,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Flying Knee,2.0,1:51,411.0,1.0,19.0,49.0,0.38,19.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,c621550e10d9db9e45c36e55a8ac46b3,Patrick Williams,Red,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fabricio Werdum,200,200.0,2014-04-19,"Orlando, Florida, USA", USA,1,False,Heavyweight,MALE,5,0,3,0,34.85714286,0.608571429,0.428571429,0.142857143,3,2,13,0,0,0,1,3,1,0,5,Orthodox,193.04,195.58,231,36,0,0,0,2,0,0,0,2,0,5.08,5.08,5,-18.19047619,0.079365079,0.349206349,0,1,2.0,,,,,2.0,,,,,,,,,1,U-DEC,,5.0,5:00,1500.0,0.0,121.0,196.0,0.61,171.0,251.0,2.0,6.0,0.33,0.0,3.0,0.0,e13567fc1e6b10fc0e4213e8a6739402,Travis Browne,Red,,,Kings MMA,California,Huntington Beach,mixed,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
Miesha Tate,-185,54.05405405,2014-04-19,"Orlando, Florida, USA", USA,1,False,Women's Bantamweight,FEMALE,3,2,0,0,23.5,0.51,2.0,0.375,0,2,6,1,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,27,1,0,1,1,0,0,0,1,0,0.0,2.54,-3,8.83333333,-0.833333333,-0.666666667,0,1,3.0,,,,3.0,,,,,,,,,,1,U-DEC,,3.0,5:00,900.0,0.0,27.0,57.0,0.47,82.0,124.0,1.0,7.0,0.14,2.0,3.0,0.0,b74f6ff1c37c1ede163808318bc40a04,Liz Carmouche,Red,,,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Donald Cerrone,160,160.0,2014-04-19,"Orlando, Florida, USA", USA,1,False,Lightweight,MALE,3,0,2,0,43.25,0.469166667,0.916666667,0.345833333,4,3,24,0,0,0,3,3,3,0,9,Orthodox,185.42,185.42,155,31,0,1,0,-2,2,-5,0,1,-3,-5.08,5.08,3,-3.25,-0.125,-0.416666667,0,1,8.0,,,,,,,,,8.0,,,,,1,SUB,Rear Naked Choke,1.0,3:15,195.0,1.0,11.0,20.0,0.55,11.0,20.0,0.0,1.0,0.0,2.0,1.0,0.0,8aed6204286a98fb172d077007d08b1d,Edson Barboza,Red,,United States,,,,muay thai,0,0,1,1,0,0,1,0,0,1,0,1,0,2,0
Brad Tavares,-145,68.96551724,2014-04-19,"Orlando, Florida, USA", USA,0,False,Middleweight,MALE,3,0,5,0,45.75,0.4425,1.625,0.255,5,1,22,0,0,1,5,1,0,0,7,Orthodox,185.42,187.96,185,26,0,-2,-2,-4,1,-15,0,2,0,-2.54,-2.54,-10,-5.08333333,0.0,-1.625,0,1,13.0,,,,,,,13.0,,,,,,,1,U-DEC,,3.0,5:00,900.0,0.0,21.0,70.0,0.3,35.0,87.0,0.0,3.0,0.0,0.0,0.0,0.0,2a8c193a547a8432d42bb4b0d31bce15,Yoel Romero,Red,,United States,Xtreme Couture,Nevada,Las Vegas,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rafael Dos Anjos,275,275.0,2014-04-19,"Orlando, Florida, USA", USA,0,False,Lightweight,MALE,3,0,5,0,31.76923077,0.373076923,2.0,0.294615385,5,4,34,0,0,0,6,1,2,0,9,Southpaw,172.72,177.8,170,29,0,0,0,-4,4,-21,0,0,-1,5.08,0.0,4,0.03076923,-0.092307692,3.8,0,1,5.0,,,,,,,,,5.0,,,,,1,U-DEC,,3.0,5:00,900.0,0.0,20.0,56.0,0.35,40.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,1640259a154aeddfa6f4fc9b95c7e5c8,Khabib Nurmagomedov,Red,,,,,,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Thiago Alves,-480,20.83333333,2014-04-19,"Orlando, Florida, USA", USA,1,False,Welterweight,MALE,3,1,0,0,33.82352941,0.472941176,0.647058824,0.352352941,7,6,40,1,0,0,3,6,1,1,11,Orthodox,175.26,177.8,170,30,1,1,-3,-6,3,-22,-1,-6,1,15.24,10.16,-2,-9.44852941,0.330882353,-0.022058824,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,116.0,236.0,0.49,120.0,240.0,0.0,1.0,0.0,0.0,0.0,0.0,0f2e7c807ff144ccb5db92545001bd02,Seth Baczynski,Red,,,American Top Team,Florida,Coconut Creek,muay thai,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
