fighter,odds,date,weight_class,gender,current_lose_streak,current_win_streak,avg_SIG_STlanded,avg_SIG_STpct,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,Women's Flyweight_rank,Women's Featherweight_rank,Women's Strawweight_rank,Women's Bantamweight_rank,Heavyweight_rank,Light Heavyweight_rank,Middleweight_rank,Welterweight_rank,Lightweight_rank,Featherweight_rank,Bantamweight_rank,Flyweight_rank,Pound-for-Pound_rank,avg_SUATT,country_of_origin,camp,camp_country,camp_city,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts,no_of_rounds_mean,Weight_lbs_mean,win_dif_mean,height_dif_mean,reach_dif_mean,sig_str_dif_mean,avg_sub_att_dif_mean,avg_td_dif_mean,better_rank_mean,total_fight_time_secs_mean,kd_bout_mean,sig_str_landed_bout_mean,sig_str_attempted_bout_mean,sig_str_pct_bout_mean,tot_str_landed_bout_mean,tot_str_attempted_bout_mean,td_landed_bout_mean,td_attempted_bout_mean,td_pct_bout_mean,sub_attempts_bout_mean,pass_bout_mean,rev_bout_mean,location_mode,date_amin,date_amax,bout_id_unique
 Jun Yong Park,-138,2019-12-21,Middleweight,MALE,1,0,,0.5217,0.5,0.25,0,1,2,0,0,0,0,0,0,0,Orthodox,177.8,185.42,185,28,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,185.0,0.0,7.62,2.54,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,"Busan, South Korea",2019-12-21,2019-12-21,['a1d134d4b20108d35642cb5c1ff2c55b']
Aalon Cruz,-190,2020-02-29,Featherweight,MALE,0,0,9.04,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,198.12,145,30,,,,,,,,,,,,,,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,145.0,0.0,-12.7,-17.78,-9.04,0.0,0.0,0.0,85.0,0.0,2.0,12.0,0.16,2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,"Norfolk, Virginia, USA",2020-02-29,2020-02-29,['c8e695a49080fdac9137cd848fb8ca8d']
Aaron Phillips,475,2020-07-15,Bantamweight,MALE,2,0,,,0.0,0.0,0,2,6,0,0,0,0,0,0,0,Southpaw,175.26,177.8,135,30,,,,,,,,,,,,,,0.5,United States,,,,taekwondo,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3.0,135.0,-1.0,2.54,1.6933333333333334,-12.436666666666667,-0.6333333333333333,-1.7566666666666666,0.0,749.6666666666666,0.0,28.0,47.0,0.575,169.5,208.0,0.0,0.5,0.0,0.5,0.5,0.5,"['Abu Dhabi, Abu Dhabi, United Arab Emirates' 'Las Vegas, Nevada, USA'
 'Tulsa, Oklahoma, USA']",2014-05-24,2020-07-15,"['571c2a7c29b76edaf0b9cad8c2b57d7d' '9d48bf025a35f36de552af6924bd8fe4'
 'd2cac32bb40485d3e1a022e18682ed36']"
Aaron Riley,220,2013-07-27,Lightweight,MALE,1,0,36.0,0.36875,1.0,0.28375,1,5,17,0,0,3,0,0,0,3,Southpaw,172.72,175.26,155,32,,,,,,,,,,,,,,,,,,,boxing,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3.0,155.0,-0.6666666666666666,-2.54,-4.233333333333333,-8.476190476666668,-0.049603174666666666,-0.23015873,0.0,700.0,0.0,27.666666666666668,108.33333333333333,0.26999999999999996,53.666666666666664,135.0,1.0,2.6666666666666665,0.12333333333333334,0.0,1.3333333333333333,0.0,"['Denver, Colorado, USA' 'Las Vegas, Nevada, USA'
 'Seattle, Washington, USA']",2010-05-29,2013-07-27,"['4ecde1cf1408af7182d5b541a1d2a795' '5b3eab50956f4f70e778085b823ac03b'
 '72eeef4e0f55d0fcbab278b9bd3a4a63']"
Aaron Rosa,315,2012-03-02,Light Heavyweight,MALE,0,1,,,0.0,0.0,1,1,6,1,0,0,0,0,0,1,Orthodox,193.04,198.12,205,28,,,,,,,,,,,,,,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,205.0,-1.0,1.6933333333333334,0.706666666666667,-24.833333333333332,-0.111111111,-0.75,0.0,571.3333333333334,0.0,66.0,139.0,0.495,195.5,284.5,0.0,0.5,0.0,0.0,0.0,0.0,"['Anaheim, California, USA' 'Sydney, New South Wales, Australia'
 'Vancouver, British Columbia, Canada']",2011-06-11,2012-03-02,"['3c3697a651acc0e221012d5dfac92183' '512bbda442c71fcd2997af99605c3421'
 '3323031afec4de6358aa7755821e25e1']"
Aaron Simpson,135,2012-10-05,Welterweight,MALE,0,1,42.6,0.55,3.1,0.391,3,3,26,0,1,4,2,0,0,7,Orthodox,182.88,185.42,170,38,,,,,,,,,,,,,,,,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3.0,170.0,-2.0,-1.5875,-0.635,-4.352628968749999,0.05163690475000001,0.11929563499999998,0.0,785.75,0.2,49.6,85.0,0.6039999999999999,84.0,127.4,4.6,13.2,0.29,0.2,1.6,0.0,"Las Vegas, Nevada, USA",2010-06-19,2012-10-05,"['9d885f835c2eb5e993b27d128b1902c7' 'ee12cacc562892135a023527eb486687'
 'bac62d084a8fe02380474b64011b85f3' '84f8b7f1a5157172056d055a75a844bf'
 '92ec22262772f02ff4af012b07d31c79' '96fa887bbf1161765852e06abeefbce1'
 '44b9ac84b7dd75217bc95777b741a942' 'bea5d7439fe307c19ff114d6feea37d8']"
Aaron Wilkinson,-110,2010-12-04,Lightweight,MALE,0,0,,,,,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,183.0,155,23,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,0.0,-5.08,0.12,0.0,0.0,0.0,0.0,123.0,,,,,,,,,,,,,"Las Vegas, Nevada, USA",2010-12-04,2010-12-04,['6423264ff8b6bc27b3bba0c8c0873fa8']
Abdul Razak Alhassan,-240,2020-11-14,Welterweight,MALE,1,0,4.54,0.48,0.73,0.28,3,2,10,0,0,0,4,0,0,4,Orthodox,177.8,185.42,170,35,,,,,,,,,,,,,,,Ghana,,,,judo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,170.0,0.0,1.4514285714285715,3.2657142857142856,1.05877551,0.15986394557142858,-0.2418367347142857,0.0,397.3333333333333,1.3333333333333333,22.666666666666668,51.333333333333336,0.45333333333333337,25.333333333333332,55.333333333333336,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,"['Abu Dhabi, Abu Dhabi, United Arab Emirates'
 'Belfast, Northern Ireland, United Kingdom' 'Boston, Massachusetts, USA'
 'Dallas, Texas, USA' 'Detroit, Michigan, USA' 'Las Vegas, Nevada, USA'
 'Stockholm, Sweden']",2016-11-19,2020-11-14,"['00f1b879391d0ac2c75a7023f7daf074' 'ca9ad2856b0b2ee12c7f299c3ebfd354'
 '572b2e45d8f4042a8cf54dd17c061045' '0ea42cfede8fc79e4a664ee1982921ae'
 'e8f3eb6338f988cf3da6b47ea5d37306' '2d86bc89a56d40dc3f39e311881e17ee'
 'f83d12b98984a16132632f8a1f2155de']"
Abdul-Kerim Edilov,-670,2017-09-02,Light Heavyweight,MALE,0,0,,,,,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,205,25,,,,,,,,,,,,,,,,,,,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,205.0,0.0,7.62,12.7,-12.5,0.0,0.0,0.0,452.0,,,,,,,,,,,,,"Rotterdam, Zuid-Holland, Netherlands",2017-09-02,2017-09-02,['5f39d8d2f193c5a20575fdf8304480bc']
Abel Trujillo,-145,2017-12-16,Lightweight,MALE,1,0,,,1.4,0.543,3,4,21,0,0,1,3,1,0,6,Orthodox,172.72,177.8,155,34,,,,,,,,,,,,,,0.3,,,,,wrestling,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,155.0,-3.1,1.2700000000000002,-0.2539999999999999,-3.986676435000001,0.13278571430000002,-0.5974444444,0.0,559.4,0.0,29.5,66.25,0.4425,38.25,75.75,2.5,4.0,0.7475,0.0,0.75,0.0,"Las Vegas, Nevada, USA",2012-12-08,2017-12-16,"['da228786d9c24e9c40386777f5432b02' '23e562eaff64e84cfefb5974b6cb199c'
 'f982eea20883268d493bf69a582c9cef' '7a45f17070f24ff1799e07ac4ebbbc36'
 'fb0d8fecd7f5055a22cf0072e57804ea' 'add182bdbae4a9d7d37b93b3d4c0662b'
 '7f8cbb77c7bac4bf72dfd256cab789b6' 'd5cb0adba9bbe22ba99005e0d3638335'
 'df1cc19b24bddb908b848610e2c304ab' '82dab6e07658379b849a96c70a391239']"
Abner Lloveras,125,2015-12-11,Lightweight,MALE,0,0,,,,,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,155,33,,,,,,,,,,,,,,,,,,,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,3.0,155.0,0.0,7.62,7.62,0.0,0.0,0.0,0.0,900.0,0.0,94.0,189.0,0.49,99.0,194.0,2.0,10.0,0.2,0.0,1.0,0.0,"Las Vegas, Nevada, USA",2015-12-11,2015-12-11,['aa460656606733f17c6764ba4307d84a']
Abu Azaitar,-210,2018-07-22,Middleweight,MALE,0,0,,,,,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,193.04,185,32,,,,,,,,,,,,,,,Morocco,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,185.0,-3.0,-10.16,-2.54,-36.0,0.0,-0.333333333,0.0,900.0,0.0,48.0,128.0,0.37,135.0,226.0,1.0,1.0,1.0,0.0,2.0,1.0,"Hamburg, Hamburg, Germany",2018-07-22,2018-07-22,['e18c796958f05682a45234ac85f3ef1c']
Abubakar Nurmagomedov,-265,2019-11-09,Welterweight,MALE,0,0,,0.44,5.29,1.0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,30,,,,,,,,,,,,,,,Russia,,,,sambo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.0,170.0,0.0,2.54,7.62,0.0,3.3,-4.35,0.0,170.0,,,,,,,,,,,,,"Moscow, Moscow, Russia",2019-11-09,2019-11-09,['c6a5d14e2d98b8e6e860b439b2272e4f']
Adam Cella,220,2013-04-06,Middleweight,MALE,0,0,,,,,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,170,27,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,170.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,191.0,,,,,,,,,,,,,"Stockholm, Sweden",2013-04-06,2013-04-06,['6a0601bcbd83ca2ec08aaa145f7d6fa1']
Adam Milstead,-110,2018-12-15,Light Heavyweight,MALE,2,0,39.0,0.643333333,0.0,0.0,1,2,7,0,0,0,1,0,0,1,Orthodox,190.5,193.04,205,31,,,,,,,,,,,,,,,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,205.0,-0.6666666666666666,1.6933333333333334,-0.8466666666666667,-3.6666666666666665,-0.3333333333333333,-1.0,0.0,540.0,0.0,34.0,68.5,0.485,41.5,76.5,0.0,0.0,0.0,0.0,0.0,0.0,"Las Vegas, Nevada, USA",2016-05-29,2018-12-15,"['f3a2e9cf27f1312d278c6085fdc6bbd1' '62f3278f02ebb71d8ceadf2c715e06d8'
 'ab12664db703a426ec3a388893364591']"
Adam Wieczorek,-170,2018-11-03,Heavyweight,MALE,0,2,27.5,0.46,0.0,0.0,2,0,5,0,0,1,0,1,0,2,Orthodox,195.58,205.74,250,26,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,250.0,-0.3333333333333333,0.0,4.233333333333333,-6.806878306666667,-0.023809523666666665,-0.6666666666666666,0.0,739.6666666666666,0.0,27.5,61.0,0.45999999999999996,43.5,78.5,0.0,0.5,0.0,0.5,0.5,0.0,"['Glendale, Arizona, USA' 'New York City, New York, USA'
 'Sydney, New South Wales, Australia']",2017-11-18,2018-11-03,"['e5e625b1e5b47f7f8e875363c0723ebc' 'bb7d012deea283997c7232ac4346f2e0'
 '8a62ef48d0b0e6e5756a52fed4bdc87d']"
Adam Yandiev,240,2018-09-15,Middleweight,MALE,0,0,,,,,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,185,30,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,185.0,3.0,12.7,12.7,46.66666667,0.666666667,2.666666667,0.0,342.0,0.0,1.0,12.0,0.8,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"Moscow, Moscow, Russia",2018-09-15,2018-09-15,['4ab4efe36a76a1395b97104cbf1adc61']
Adlan Amagov,-190,2013-10-19,Welterweight,MALE,0,1,,,6.0,0.6,1,0,3,0,0,1,0,0,0,1,Orthodox,187.96,193.04,170,26,,,,,,,,,,,,,,0.0,,,,,sambo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.0,170.0,-1.5,3.81,0.79,12.5,-1.5,2.0,0.0,540.0,1.0,15.0,26.0,0.57,23.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,"['Houston, Texas, USA' 'Stockholm, Sweden']",2013-04-06,2013-10-19,['a228f29d56035aa2dc498f2cf6c46cd0' 'ba27454a12895e2ad915349c9823eac1']
Adrian Yanez,-500,2020-10-31,Bantamweight,MALE,0,1,10.77,0.7,0.0,0.0,1,0,1,0,0,0,1,0,0,1,Orthodox,170.18,177.8,135,26,,,,,,,,,,,,,,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,135.0,-1.0,-5.08,-12.7,-10.77,0.0,0.0,0.0,,,,,,,,,,,,,,"Las Vegas, Nevada, USA",2020-10-31,2020-10-31,['be4d6d0f25f0e0cb063b1bb881659a8a']
Adriano Martins,-600,2017-09-09,Lightweight,MALE,1,0,,,0.666666667,0.291666667,3,2,11,0,1,0,2,1,0,4,Southpaw,177.8,182.88,155,34,,,,,,,,,,,,,,0.166666667,,,,,jiu jitsu,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3.0,155.0,-0.8571428571428571,-2.54,-3.6285714285714286,-3.3419913414285713,0.09913419914285715,-0.34891774885714283,0.0,550.6666666666666,0.0,12.5,33.5,0.375,15.0,36.5,1.5,2.0,0.375,0.0,1.5,0.0,"['Chicago, Illinois, USA' 'Edmonton, Alberta, Canada'
 'Goiania, Goias, Brazil' 'Houston, Texas, USA' 'Las Vegas, Nevada, USA'
 'Manchester, England, United Kingdom'
 'Porto Alegre, Rio Grande do Sul, Brazil']",2013-11-09,2017-09-09,"['9369f8bf052b349657ccacbca31f62cf' 'f6ab651967ae2dbd94e947bb5ef03e71'
 'b1894acfbf3b434dceded1277efb890b' '6102a01d92cdbbe563ff0a0fec337334'
 'd4c9d5d73670a6490a332efe64cadab1' '8f16971db91e9472e244cf91da4eb1ab'
 '8fee18d181634c7ff16b9883ec2a645d']"
Aiemann Zahabi,-175,2019-05-04,Bantamweight,MALE,1,0,45.0,0.41,0.0,0.0,1,1,6,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,31,,,,,,,,,,,,,,,Canada,Tristar Gym,Quebec,Montreal,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,135.0,0.0,-0.8466666666666667,2.54,23.166666666666668,0.6666666666666666,0.5,0.0,839.3333333333334,1.0,44.0,112.0,0.39,45.0,113.0,0.0,0.0,0.0,0.0,1.0,0.0,"['Halifax, Nova Scotia, Canada' 'New York City, New York, USA'
 'Ottawa, Ontario, Canada']",2017-02-19,2019-05-04,"['bd53265284b18d70496bf1c330805e61' '3f3662a7e9d7eaeb30d31050d2527309'
 'ce5686d68050c1c13aa37e5616e25bbd']"
Aisling Daly,100,2015-10-24,Women's Strawweight,FEMALE,1,0,21.5,0.51,1.5,0.45,1,1,4,0,0,0,0,1,0,1,Switch,157.48,162.56,115,27,,,15.0,,,,,,,,,,,,,,,,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,115.0,0.0,2.5399999999999996,3.3866666666666667,-15.833333333333334,0.0,-0.5,0.3333333333333333,697.6666666666666,0.0,34.0,65.33333333333333,0.5266666666666666,89.33333333333333,125.33333333333333,1.6666666666666667,4.0,0.43333333333333335,0.6666666666666666,2.3333333333333335,0.0,"['Dublin, Leinster, Ireland' 'Las Vegas, Nevada, USA'
 'Montreal, Quebec, Canada']",2014-12-12,2015-10-24,"['8675c5dfb58608c83079c64cc12acd80' 'cd135cefd68c257d5813c62fb652c85d'
 'a678ee76970d2bb3ccf61c80bf38bb73']"
Akbarh Arreola,650,2015-11-14,Lightweight,MALE,1,0,,,1.0,0.666666667,1,2,7,0,0,0,0,1,0,1,Southpaw,177.8,180.34,155,32,,,,,,,,,,,,,,0.333333333,,,,,jiu jitsu,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,3.0,155.0,-3.75,0.0,-2.54,-1.8979166674999999,-0.2395833335,0.39375,0.0,537.3333333333334,0.6666666666666666,22.333333333333332,47.0,0.47333333333333333,42.333333333333336,69.33333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,"['Austin, Texas, USA' 'Melbourne, Victoria, Australia'
 'Rio de Janeiro, Brazil' 'San Jose, California, USA']",2014-07-26,2015-11-14,"['67c59ad2569cb50fa964f21a32d95ba1' '04e6b724e99fcb3fb4d32f4af9d46f93'
 '5969d57dade89ed202e80638118c3f14' '43f747b7549f6df9fb81f6c3760545f2']"
Akira Corassani,-130,2015-01-24,Featherweight,MALE,2,0,25.8,0.452,0.4,0.066,3,2,10,0,1,1,0,0,0,3,Orthodox,172.72,172.72,145,32,,,,,,,,,,,,,,,,,,,taekwondo,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,3.0,145.0,-0.16666666666666666,0.8466666666666667,0.42333333333333334,1.8111111100000006,0.03835978833333333,0.003439153500000014,0.0,427.3333333333333,0.0,20.0,48.0,0.41500000000000004,21.75,49.75,0.0,0.25,0.0,0.0,0.0,0.0,"Stockholm, Sweden",2012-09-29,2015-01-24,"['cb0aa5d5593e8e2ec96c322e85a32256' '53877f107c5bc51cfb1550a12409ddd4'
 '022cf8b334044aafc7573a962e34d27d' '9406a77f267f5725dd9f92c5cfacf799'
 'd8d7a29e747fc381f128fd2acdb7b76d' '368174a4106b5537c005a451a2979977']"
Al Iaquinta,115,2019-10-05,Lightweight,MALE,1,0,4.06,0.4,0.64,0.18,5,4,38,0,1,4,4,0,0,9,Orthodox,177.8,177.8,155,32,,,,,,,,,6.0,,,,,,United States,SerraLongo Fight Team ,New York,Long Island,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.4285714285714284,155.0,0.35714285714285715,-0.1814285714285715,0.1814285714285711,-6.613626397142856,-0.001693668071428551,-0.7816503105,0.21428571428571427,805.7857142857143,0.5,60.0,132.33333333333334,0.5083333333333333,65.33333333333333,138.33333333333334,1.3333333333333333,3.8333333333333335,0.43,0.3333333333333333,1.0,0.0,"Las Vegas, Nevada, USA",2012-06-01,2019-10-05,"['3f2aa9650d8473ad17f9621b6c539084' 'cabe7d2d6c53f9152b7af7fbba4e190b'
 'dc7bbaa1610660b49b68c579cc9a7b66' '1c4c33df40aa5a416cf7cc3f89d7c896'
 '437c2d5d8cc80331aff1b6b063d3a640' 'e45c11cc88083115ffad3145c11400c9'
 '79151b9e4c87944c35de5bc4ef0bf672' 'db43b4a49e533c52d5219158ff98b3be'
 '067a93674992d59773ffb34057200258' '87ae5f5917ff19437ea4e3b073ddf72a'
 '3afe21d30b316868b68eafbcb61749b8' 'c93f453b453f0986ff88958fd76344fc'
 '4edc4ec4c9347611d343a5688dd3f9e6' '1d7959fc8f95bb7e3c988860a691761b']"
Alan Baudot,400,2020-10-10,Heavyweight,MALE,0,0,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,205,30,,,,,,,,,,,,,,0.0,France,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,205.0,-1.0,-5.08,-7.62,-13.33,0.0,0.0,0.0,,,,,,,,,,,,,,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-10-10,2020-10-10,['9ea79a77abcace1ed17ae2f6acc2f034']
Alan Belcher,165,2013-04-27,Middleweight,MALE,1,0,,,0.285714286,0.188571429,4,5,28,0,1,0,4,3,1,9,Orthodox,187.96,185.42,185,29,,,,,,,10.0,,,,,,,0.571428571,,,,,mixed,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2,3.0,185.0,-0.8,5.588,3.556,-4.924475525999999,-0.010982350800000007,-0.6229348426,0.0,552.4,0.0,20.0,72.33333333333333,0.3466666666666667,32.0,85.66666666666667,0.0,1.0,0.0,0.6666666666666666,1.3333333333333333,0.0,"['East Rutherford, New Jersey, USA' 'Las Vegas, Nevada, USA'
 'Montreal, Quebec, Canada' 'New Orleans, Louisiana, USA'
 'Newark, New Jersey, USA']",2010-05-08,2013-04-27,"['cf39836736ab01f8167d778d3e857be1' '3e4b71809a62fa4756aea6c8cf67be8c'
 '3413c31051dd70ea4882cf7bfc080ef8' 'ccc4c08633c9e820013b9217589ab5dc'
 '504fc3bbd30f6a46d3006f71951f8d1e']"
Alan Jouban,-150,2020-11-21,Welterweight,MALE,1,0,4.85,0.5,0.59,0.5,3,5,24,0,0,3,4,0,0,7,Southpaw,182.88,185.42,170,38,,,,,,,,,,,,,,,United States,,,,muay thai,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,3.0,170.0,-2.3846153846153846,0.586153846153846,2.1492307692307695,-6.3573744638461545,-0.19214332676923077,-0.30499893276923074,0.0,510.0,0.75,38.5,77.375,0.52,40.875,79.75,0.5,1.0,0.2375,0.0,0.25,0.0,"Las Vegas, Nevada, USA",2014-08-16,2020-11-21,"['43f1aa1185badd7acb084c4f6ed3ffff' 'cef03e7e6cec34e0d2f443c4cbf4b3d2'
 '2b708cc79f5939ea1f9fd4a48d582a66' '1294d1c7e42ef2891ce6b46befdd2c7f'
 'f2399bf2b569ac52116bde40504e6481' 'e024347378377e0b8d35976325dd95c3'
 'dbaf8488b1cff214bfe24aaf068dd608' '8445b3b85ed9668bfcf96f1e06335b6b'
 '8369930e121f6f9477d5f0a62c001c74' '4285938b028932617bedeba41747cf78'
 'a834d686f0beec33c10a3d0f524a5ec6' 'f1f05a0605d5ae181bb96ce235cc846a'
 '2b0d3f7e9bcb9ab39fc211afa9878994']"
Alan Omer,-165,2015-06-20,Featherweight,MALE,1,0,58.0,0.57,1.0,0.33,0,1,3,0,0,0,0,0,0,0,Orthodox,177.8,180.34,145,26,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,145.0,0.0,-3.81,-1.27,-29.0,0.0,-0.5,0.0,800.5,0.0,46.5,83.5,0.55,77.0,118.5,1.5,3.5,0.41500000000000004,0.0,1.5,0.0,"['Abu Dhabi, United Arab Emirates' 'Berlin, Berlin, Germany']",2014-04-11,2015-06-20,['0e770e96726d1cdcf14293d4202823b2' '231c41e87f627d09ea7cfe34e60794b6']
Alan Patrick,227,2020-09-12,Lightweight,MALE,1,0,,,3.92,0.4,3,2,18,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,37,,,,,,,,,,,,,,0.4,Brazil,,,,capoeira,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3.0,155.0,-1.875,1.5875,-0.31750000000000056,-12.731488093749999,0.002083333374999996,-0.15750000000000003,0.0,720.8571428571429,0.0,16.333333333333332,29.666666666666668,0.5533333333333333,64.66666666666667,86.66666666666667,3.3333333333333335,7.333333333333333,0.44333333333333336,0.6666666666666666,5.333333333333333,0.0,"Las Vegas, Nevada, USA",2013-10-09,2020-09-12,"['20ae36b7e35ff66f0df8bb50a687e162' '1f151a46fb7adcfafcedeeabce35cc61'
 '5e34cc38c6a4492f44e6e86de8f18735' '2d8e4031350f3cfb7b0e98f30e724dfa'
 '15c770b62760c832446e16b2e349912d' 'e9659754c0956c38a883249c99bdc45d'
 '927bb78ee540e10d55c9447c704b8f3b' '008af16816d23e42e63900258ea861b7']"
Albert Cheng,125,2014-03-01,Welterweight,MALE,0,0,,,,,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,179.07,170,29,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,170.0,0.0,2.54,8.93,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,"Macau, China",2014-03-01,2014-03-01,['a647d7fd4bd4edba5ae8510f396b90e1']
Albert Morales,155,2018-02-24,Bantamweight,MALE,2,0,51.8,0.326,0.4,0.166,1,4,14,0,1,0,0,0,0,1,Orthodox,175.26,182.88,135,26,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,135.0,-1.2,3.048,0.508,-21.270000000000003,0.0,-2.346666666,0.0,710.0,0.0,21.666666666666668,81.0,0.27666666666666667,37.0,99.0,0.6666666666666666,1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,"['Fresno, California, USA' 'Glasgow, Scotland, United Kingdom'
 'Las Vegas, Nevada, USA' 'Orlando, Florida, USA'
 'Sao Paulo, Sao Paulo, Brazil']",2016-11-19,2018-02-24,"['1b6bb6eca3a359618ddd7b637ae206ce' '4a4882479562592792e42bca33f165a6'
 '034553616f92e283e06067f3c197b3bd' '9b879cdb31702b460fce83cb8d73daf6'
 '4ddb9dd5ee54939c3177e95ffefd4d3d']"
Albert Tumenov,-170,2016-10-08,Welterweight,MALE,1,0,,,0.142857143,0.142857143,5,2,14,0,1,1,3,0,0,5,Orthodox,180.34,185.42,170,24,,,,,,,,14.0,,,,,,0.0,,,,,boxing,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,3.0,170.0,-0.125,0.3175,-0.9524999999999999,-8.51220238,-0.21696428575,-0.28839285724999997,0.25,507.14285714285717,1.0,19.0,46.0,0.365,28.0,60.0,0.5,0.5,0.5,0.0,0.0,0.5,"['Cincinnati, Ohio, USA' 'Halifax, Nova Scotia, Canada'
 'Houston, Texas, USA' 'Jaragua do Sul, Santa Catarina, Brazil'
 'Las Vegas, Nevada, USA' 'Manchester, England, United Kingdom'
 'Rotterdam, Zuid-Holland, Netherlands' 'Stockholm, Sweden']",2014-02-15,2016-10-08,"['ec41f49327329b76b05d085f2b4a37f3' '89548f6d1ec51bfbe0690c766c8aca76'
 '343bfbd9ee93f6dac593acc36f8b0596' 'a99d74cc035a21fb794e525d446ca716'
 'e024347378377e0b8d35976325dd95c3' '387d0f08de1d8eae43fc99474edad51a'
 '39d75f5adfe26f97bb1af5481eb8cadc' '14429b192d15b5753258a7de5436e0d0']"
