fighter,odds,date,weight_class,gender,current_lose_streak,current_win_streak,avg_SIG_STlanded,avg_SIG_STpct,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,Women's Flyweight_rank,Women's Featherweight_rank,Women's Strawweight_rank,Women's Bantamweight_rank,Heavyweight_rank,Light Heavyweight_rank,Middleweight_rank,Welterweight_rank,Lightweight_rank,Featherweight_rank,Bantamweight_rank,Flyweight_rank,Pound-for-Pound_rank,avg_SUATT,country_of_origin,camp,camp_country,camp_city,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts,no_of_rounds_mean,Weight_lbs_mean,win_dif_mean,height_dif_mean,reach_dif_mean,sig_str_dif_mean,avg_sub_att_dif_mean,avg_td_dif_mean,better_rank_mean,total_fight_time_secs_mean,kd_bout_mean,sig_str_landed_bout_mean,sig_str_attempted_bout_mean,sig_str_pct_bout_mean,tot_str_landed_bout_mean,tot_str_attempted_bout_mean,td_landed_bout_mean,td_attempted_bout_mean,td_pct_bout_mean,sub_attempts_bout_mean,pass_bout_mean,rev_bout_mean,location_mode,date_amin,date_amax,bout_id_unique
Liana Jojua,295,2020-10-24,Women's Flyweight,FEMALE,0,1,1.39,0.43,1.98,0.66,1,1,4,0,0,0,0,1,0,1,Orthodox,162.56,157.48,125,25,,,,,,,,,,,,,,,Georgia,,,,muay thai,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.0,128.33333333333334,0.3333333333333333,-0.8466666666666667,1.6933333333333334,-1.96,-0.6333333333333333,-0.6900000000000001,0.0,454.5,,,,,,,,,,,,,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,2020-10-24,"['8d62449f1cbe829dcceeac5a257e82de' 'a07a154de20c47909e5d117ee31d463b'
 '70dae32e0d84beaf7fffef2e5ac0f825']"
Liliya Shakirova,170,2020-10-24,Women's Flyweight,FEMALE,0,0,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,29,,,,,,,,,,,,,,0.0,Uzbekistan,,,,mixed,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,3.0,125.0,-5.0,-2.54,-5.08,-3.88,0.0,-1.14,0.0,,,,,,,,,,,,,,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-10-24,2020-10-24,['5ff698404391218476d9d1435a1f74e7']
Lina Lansberg,105,2020-01-25,Women's Bantamweight,FEMALE,0,2,,,0.83,0.33,2,3,19,0,0,4,0,0,0,4,Orthodox,170.18,165.1,135,37,,,,11.0,,,,,,,,,,0.2,Sweden,,,,muay thai,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.25,135.0,-0.875,-1.9049999999999998,-2.2225,-16.20625,-0.125,-0.132916666625,0.25,836.1428571428571,0.0,36.6,65.4,0.49000000000000005,62.4,100.4,0.8,2.4,0.328,0.0,0.6,0.0,"['Brasilia, Distrito Federal, Brazil' 'Copenhagen, Denmark'
 'Gdansk, Poland' 'Las Vegas, Nevada, USA'
 'Liverpool, England, United Kingdom' 'London, England, United Kingdom'
 'Raleigh, North Carolina, USA' 'Stockholm, Sweden']",2016-09-24,2020-01-25,"['2b4c13614a7ec2cdb285604475cb161d' '4c758e54f18799f7b7371132e4af567a'
 '191898c462e919870b9ce441bd7de31f' '2ca4250801de28d33c8e70acd5029984'
 '26ebeba3c33cbffdf922e89135b77b74' '3e7557f8961a3cb2af12d2878119d213'
 'ae53747dbb8d41284e8d41a9645ece6b' 'e6aecc5fcbb987b875eef8f898cee7b6']"
Lisa Ellis,180,2015-05-09,Women's Strawweight,FEMALE,1,0,,,2.0,0.66,0,1,2,0,0,0,0,0,0,0,Orthodox,162.56,157.48,115,32,,,,,,,,,,,,,,1.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,115.0,0.0,-2.54,-6.35,-32.5,0.5,1.0,0.0,367.0,0.0,4.0,5.0,0.8,7.0,10.0,2.0,3.0,0.66,1.0,0.0,1.0,"['Adelaide, South Australia, Australia' 'Las Vegas, Nevada, USA']",2014-12-12,2015-05-09,['717d48f643c56764129e0835198c89e3' 'a2a8ecbab0105d69ec31403d9d773e8e']
Liu Pingyuan,200,2019-12-21,Bantamweight,MALE,1,0,,,0.34,0.2,2,1,9,0,1,1,0,0,0,2,Orthodox,167.64,182.88,135,26,,,,,,,,,,,,,,1.37,People Republic China,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,135.0,-1.75,2.54,0.0,-13.322500000000002,-0.865,-1.215,0.0,883.5,0.25,34.75,103.25,0.3675,68.25,140.0,0.25,1.25,0.25,1.0,0.5,0.25,"['Beijing, China' 'Busan, South Korea' 'Hamburg, Hamburg, Germany'
 'Sacramento, California, USA']",2018-07-22,2019-12-21,"['16edde352a27d0c959f5dc904eb6a0b5' 'a65e9ebc9c10c07f7b7ddf0261c1aa83'
 '62c7fdbadddf633f3505db5a5727fb95' 'd5de6d8529f77d27b23fcecf55467ed5']"
Livinha Souza,-162,2020-08-15,Women's Strawweight,FEMALE,1,0,,,3.35,0.5,2,1,7,0,1,0,0,1,0,2,Orthodox,160.02,160.02,115,29,,,,,,,,,,,,,,1.9,,,,,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,115.0,-0.25,-5.08,-0.6350000000000002,6.1125,-0.1875,0.605,0.0,627.0,0.0,16.5,42.0,0.44500000000000006,20.0,45.5,1.5,2.0,0.8300000000000001,0.5,1.0,0.0,"['Fortaleza, Ceara, Brazil' 'Las Vegas, Nevada, USA'
 'Sacramento, California, USA' 'Sao Paulo, Sao Paulo, Brazil']",2018-09-22,2020-08-15,"['f926feb3209a16ce203b6c361c586b48' '3609d35d9ed6603bffa6c518a60af977'
 'fecc49b6973dbafbd39bab847f36b291' '545275755bb85442ce1181cdfea4c658']"
Liz Carmouche,700,2019-08-10,Women's Flyweight,FEMALE,0,2,,,2.57,0.51,2,6,36,0,1,4,2,0,0,7,Orthodox,167.64,167.64,125,35,3.0,,,,,,,,,,,,,0.3,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4,125.0,-0.7,-0.2539999999999999,-0.762,6.385047619,-0.1535714286,-0.9522380951999999,0.6,862.6,0.0,26.285714285714285,52.857142857142854,0.5114285714285715,77.28571428571429,107.85714285714286,2.5714285714285716,4.0,0.5757142857142856,0.5714285714285714,2.5714285714285716,0.0,"['Anaheim, California, USA' 'Boise, Idaho, USA' 'Fairfax, Virginia, USA'
 'Fort Campbell, Kentucky, USA' 'Fresno, California, USA'
 'Montevideo, Uruguay' 'New York City, New York, USA'
 'Orlando, Florida, USA' 'Prague, Czech Republic'
 'Seattle, Washington, USA']",2013-02-23,2019-08-10,"['3f20994c41ce1f13978cf4118df93a20' 'b921eb08cc82d77fd50faf3df6903d18'
 '9aceb5d5aae412c14d9da7db3ac661ae' '07f6d0ccd5785ba7b88130e42a56ab75'
 '6281bbb065d117e1f0652418753dc215' 'aa05f4b208eefca02f5a4e83d65ab54d'
 '13a2dda0cf0839d03b51c4ec05b34eb3' 'f559a48d2731a4cdea12f804f5444f8e'
 'b74f6ff1c37c1ede163808318bc40a04' 'ff27e948c23fef702a2319a551f5b06a']"
Loma Lookboonmee,-150,2020-10-03,Women's Strawweight,FEMALE,1,0,5.07,0.54,1.0,0.28,1,1,6,0,1,0,0,0,0,1,Orthodox,154.94,154.94,115,24,,,,,,,,,,,,,,,Thailand,Tiger Muay Thai,Thailand,Phuket,muay thai,1,0,1,1,0,0,1,0,0,0,0,0,0,3,0,3.0,115.0,2.0,4.233333333333333,7.62,-1.7933333333333332,0.16666666666666666,-0.09000000000000001,0.0,900.0,0.0,53.0,130.0,0.4,68.0,156.0,1.0,1.0,1.0,0.0,0.0,0.0,"['Abu Dhabi, Abu Dhabi, United Arab Emirates' 'Auckland, New Zealand'
 'Kallang, Singapore']",2019-10-26,2020-10-03,"['efc9ae40923ecd40ac3dae57b3bfe894' 'e075f8398f8da1654b65679d29ab78ca'
 'cfb7f7e1a479bd5fce025d1b400a29bf']"
Lorenz Larkin,120,2016-08-20,Welterweight,MALE,0,1,,,0.111111111,0.055555556,2,5,22,0,1,1,2,0,0,4,Orthodox,180.34,182.88,170,29,,,,,,,,,,,,,,0.0,,,,,kung fu,1,0,0,1,0,0,0,0,1,1,0,0,0,3,0,3.0,170.0,-2.2,-1.016,-3.3020000000000005,-5.502240259,-0.2141053391,-0.41609307360000003,0.1,696.8888888888889,0.42857142857142855,37.142857142857146,81.42857142857143,0.48285714285714293,43.285714285714285,88.0,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.0,0.2857142857142857,0.2857142857142857,"Las Vegas, Nevada, USA",2013-04-20,2016-08-20,"['a99d74cc035a21fb794e525d446ca716' '81abe1e791853e64fc3d988ac5319d74'
 '254c13365945ad6d597ff3792846e5f6' '9c0f6b2ca589f092ef1dc959c060b981'
 '92d14efcaf63fc672b3ab516fff215b0' '93f753f1191a5e1e530a0f21801ea476'
 'fc17324c4ea1db625e4008faebe93990' 'df8df5f6573d87bad983ba3960b640e2'
 '00ab9a99cb5d10a7a1048e0913b58bb1' 'c02123b39e0a16a1b2703a55ca93e30a']"
Louis Cosce,-455,2020-11-21,Welterweight,MALE,0,1,13.33,0.51,0.0,0.0,1,0,1,0,0,0,1,0,0,1,Orthodox,175.26,180.34,170,25,,,,,,,,,,,,,,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,170.0,-1.0,10.16,2.54,-13.33,0.0,0.0,0.0,,,,,,,,,,,,,,"Las Vegas, Nevada, USA",2020-11-21,2020-11-21,['0f28fd5318d59a943d860da5c76b1baf']
Louis Gaudinot,450,2015-01-03,Flyweight,MALE,2,0,,,0.5,0.25,1,3,9,0,0,0,0,1,0,1,Orthodox,160.02,160.02,125,30,,,,,,,,,,,,,,0.5,,,,,karate,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,3.0,125.0,-0.5,5.715,7.62,-0.1875,0.5,0.5,0.25,778.0,0.0,28.0,78.0,0.35,41.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,"Las Vegas, Nevada, USA",2011-12-03,2015-01-03,"['2623b36f75d5c208859b028cac23cc53' '5a45f715d4642e299bc3dd6b50ef0897'
 '2ce8fee8b507349dcb98ca56f9241ebe' 'd58868dba1798380904bae1674314721']"
Louis Smolka,-139,2020-12-05,Bantamweight,MALE,1,0,4.25,0.46,1.61,0.34,4,7,31,0,0,2,3,2,0,7,Orthodox,175.26,172.72,135,29,,,,,,,,,,,,,,,United States,,,,mixed,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3.0,135.0,-2.2,-0.16933333333333245,-0.5079999999999997,0.36954978400000016,-0.6171091870666666,-0.4348138527333333,0.26666666666666666,575.5384615384615,0.1,45.8,94.9,0.477,60.2,111.0,1.3,4.0,0.185,1.9,2.9,1.1,"Las Vegas, Nevada, USA",2014-01-15,2020-12-05,"['24d22caaef55f958aaab692b77b34b16' '2e56cf604307f5c7f1309b48d1a2d158'
 'd27d70a6cfc35f17f856d9e51daa616a' '2c0d496dc76646083c9781551c08565c'
 '373d43ba17b7d66c2b3ad8631b5f12f7' '6dc8b0e420621f82bddc6b942d540d16'
 '294dc8d0a3f6126086f01d6caaf62edb' '1b3576fb129dc3395fd1f2cc4f096f98'
 '0015c4b08700296f8ea303a7570b5711' 'b478be85acce2b084c42c40e4bce91d5'
 'bea395ec53a353d8fe0953100b3f01df' '9730a488f18ebc3200e498a4611ebbd9'
 '7d5c56fc32d524f9446f9fb4a434e654' 'c9a19c0c5ecb3c4a2d6533e78f90e285'
 'f92e901cf4063a5594d24c9b6194bb86']"
Luan Chagas,-170,2018-04-21,Welterweight,MALE,0,1,,,0.333333333,0.083333333,1,2,8,0,0,0,0,1,0,1,Orthodox,182.88,190.5,170,24,,,,,,,,,,,,,,0.333333333,,,,,karate,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3.0,170.0,-2.6666666666666665,-0.8466666666666667,0.8466666666666667,20.122222223333335,-0.24444444466666668,-0.488888889,0.0,648.5,1.0,26.0,69.0,0.345,37.5,82.0,0.5,2.5,0.125,0.0,1.5,0.5,"['Atlantic City, New Jersey, USA' 'Brasilia, Distrito Federal, Brazil'
 'Rio de Janeiro, Rio de Janeiro, Brazil']",2016-09-24,2018-04-21,"['04516cab477c0d55f12da88d409cd382' '5d969df4925d08f6032603be1fc108af'
 'f12e1c09da80212f0c5290ba3e704af6']"
Luana Carolina,100,2020-07-18,Women's Flyweight,FEMALE,0,1,,,0.0,0.0,1,0,3,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,27,,,,,,,,,,,,,,2.0,Brazil,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,125.0,0.0,1.27,-2.54,20.825,0.85,-0.165,0.0,494.0,1.0,111.0,231.0,0.48,126.0,251.0,0.0,0.0,0.0,3.0,1.0,2.0,"['Abu Dhabi, Abu Dhabi, United Arab Emirates'
 'Rio de Janeiro, Rio de Janeiro, Brazil']",2019-05-11,2020-07-18,['df1181a3f162b243a2bdcab8596e69f6' 'bf652c96f9a52dea86614f48bb8f8f26']
Lucas Martins,-110,2016-04-10,Featherweight,MALE,2,0,,,0.0,0.0,3,3,13,0,0,0,2,1,0,3,Southpaw,182.88,182.88,145,27,,,,,,,,,,,,,,0.333333333,,,,,muay thai,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.0,145.0,-1.4285714285714286,-1.0885714285714283,-2.54,-8.247619047142857,-0.2214285714285714,-0.2285714285714286,0.0,545.8,0.4,27.4,77.4,0.34199999999999997,32.2,82.2,0.0,0.2,0.0,0.2,0.0,0.0,"['Atlantic City, New Jersey, USA' 'Belo Horizonte, Minas Gerais, Brazil'
 'Goiania, Goias, Brazil' 'Jaragua do Sul, Santa Catarina, Brazil'
 'Rio de Janeiro, Brazil' 'Sao Paulo, Brazil' 'Zagreb, Croatia']",2013-01-19,2016-04-10,"['aa9e6823b00001bee115b06c213eb37e' 'a0f55ceebdd3757b63d5be1d7b74537e'
 'b3838ae71b99b1cf991a35cae0bd842d' '6bdb8f49c5fa1ef049c8907275a53f1e'
 '8478097c18f99aeb700b48c4e0d82129' '9818f9a00e8cae1e8122803629c6cfac'
 '0f1723687ef084ae47793e6858c03bfd']"
Luci Pudilova,-170,2020-01-25,Women's Flyweight,FEMALE,3,0,,,0.18,0.12,2,4,17,0,0,2,0,0,0,2,Orthodox,172.72,170.18,125,25,,,,,,,,,,,,,,0.7,,,,,mixed,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.0,125.0,0.0,7.62,7.62,0.0,0.5,-0.82,0.0,,,,,,,,,,,,,,"Raleigh, North Carolina, USA",2020-01-25,2020-01-25,['30a5d714b55c24314080fdc708be16b8']
Lucie Pudilova,140,2019-08-03,Women's Flyweight,FEMALE,2,0,,,0.16,0.12,2,3,15,0,0,2,0,0,0,2,Orthodox,172.72,170.18,125,25,,,,,,,,,,,,,,0.6,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,125.0,-0.16666666666666666,1.6933333333333334,-1.2699999999999998,30.722222223333333,0.14166666666666666,-0.71,0.0,813.3333333333334,0.5,65.0,153.0,0.41250000000000003,99.0,193.5,0.0,0.75,0.0,1.0,1.0,0.5,"['Austin, Texas, USA' 'Dallas, Texas, USA' 'Kallang, Singapore'
 'London, England, United Kingdom' 'Newark, New Jersey, USA'
 'Prague, Czech Republic']",2017-03-18,2019-08-03,"['83a820260f21b8ed2baf2eb7b3976884' '3f20994c41ce1f13978cf4118df93a20'
 'a639af682d414cf2959704bc5e0c9477' '1f48f83ad8eb6d892d23a7e843d7119b'
 '6a6a87b71cf47d17d6498c84dfe829bb' '2ca4250801de28d33c8e70acd5029984']"
Lucio Linhares,475,2010-03-31,Middleweight,MALE,1,0,,,2.0,1.0,0,1,2,0,0,0,0,0,0,0,Orthodox,187.96,189.2,185,36,,,,,,,,,,,,,,2.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,185.0,-7.0,0.0,-1.3,-21.11111111,1.111111111,0.111111111,0.0,467.0,0.0,8.0,44.0,0.18,9.0,45.0,0.0,2.0,0.0,0.0,0.0,0.0,"Charlotte, North Carolina, USA",2010-03-31,2010-03-31,['71032fe0723e70922294007a613d3825']
Ludovit Klein,-129,2020-09-26,Featherweight,MALE,0,0,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,172.72,155,25,,,,,,,,,,,,,,0.0,Slovakia,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,-2.0,0.0,-10.16,-6.1,0.0,-0.76,0.0,,,,,,,,,,,,,,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2020-09-26,2020-09-26,['b921e52a5f7db5c89d20af20b9887629']
Luigi Vendramini,-109,2020-10-03,Lightweight,MALE,1,0,0.63,0.23,0.0,0.0,0,1,2,0,0,0,0,0,0,0,Orthodox,172.72,185.42,170,24,,,,,,,,,,,,,,,Italy,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,170.0,-2.0,1.27,-0.21,-27.275,-1.3,-0.1666666665,0.0,380.0,0.0,4.0,17.0,0.23,7.0,21.0,0.0,5.0,0.0,1.0,1.0,0.0,"['Abu Dhabi, Abu Dhabi, United Arab Emirates'
 'Sao Paulo, Sao Paulo, Brazil']",2018-09-22,2020-10-03,['ec7d051fa99598c8d14b7c839a64f04c' '3636b1f9e29d063920690474b8b1644e']
Luis Henrique,-105,2018-09-22,Light Heavyweight,MALE,2,0,20.4,0.478,2.2,0.314,2,3,13,0,0,0,0,2,0,2,Orthodox,187.96,187.96,243,25,,,,,,,,,,,,,,,,,,,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,3.0,243.0,-0.6666666666666666,0.8466666666666667,-0.4233333333333338,1.294444445,-0.21666666666666665,-0.7972222221666666,0.0,728.1666666666666,0.0,21.5,41.0,0.5125,53.75,86.5,3.0,7.5,0.415,1.0,2.25,0.0,"Sao Paulo, Sao Paulo, Brazil",2015-12-19,2018-09-22,"['7a3cb44d152b2a013d7b15e99347c3bf' '96b21a3f0b91f8d5b1153d9648f62fbf'
 '445f3b1f8de95ca7acedbe3d3fe7f904' 'da23f545694e4151f6b9e7813d073109'
 '3052672e1bf572b39c024c69b5531771' '7f453c0e238eeee7c651696a9152c82e']"
Luis Pena,-250,2020-06-27,Lightweight,MALE,0,1,3.32,0.46,1.0,0.29,2,2,16,0,0,2,1,1,0,4,Southpaw,190.5,190.5,155,26,,,,,,,,,,,,,,,Italy,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,155.0,-1.7142857142857142,-1.0885714285714276,7.61295788314393e-16,4.548571428571429,-0.41428571428571426,-0.527142857142857,0.0,751.2857142857143,0.0,46.333333333333336,97.33333333333333,0.4766666666666666,59.333333333333336,114.5,1.1666666666666667,3.8333333333333335,0.3933333333333333,1.1666666666666667,3.1666666666666665,1.1666666666666667,"Las Vegas, Nevada, USA",2018-07-06,2020-06-27,"['57363e6f344fa8ff0c3c8dea4764c79a' '443b372da39325264b012acc185d64f2'
 '75e7b8982fa7cbf39f1eedfff2e1ce42' 'ede7ce1b53bec6fffb56d75f50157227'
 '8bd37b423ba0171f35029e1f65dd5db8' '13aa7ececeaf9ad5d4ff32fd54a4f1ed'
 '48a70bca97e7f90dd49c248a8870f98e']"
Luis Ramos,145,2012-06-22,Welterweight,MALE,1,0,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,Orthodox,172.72,183.0,170,31,,,,,,,,,,,,,,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,170.0,-3.5,-10.16,-6.23,-12.541666665,-0.625,-0.5833333335,0.0,300.0,0.0,12.0,34.0,0.44499999999999995,15.0,39.5,0.5,2.5,0.1,0.0,0.5,0.0,"['Atlantic City, New Jersey, USA' 'Rio de Janeiro, Brazil']",2011-08-27,2012-06-22,['e2fecf8d40a5c3a6212570beec577573' 'fdadc230380d772d46d509996083b8cc']
Luiz Cane,-145,2012-10-13,Middleweight,MALE,1,0,25.375,0.39125,0.125,0.125,3,4,11,0,0,1,3,0,0,4,Southpaw,187.96,195.58,185,31,,,,,,,,,,,,,,,,,,,jiu jitsu,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,185.0,-1.75,0.635,-1.9050000000000002,-11.183035714999999,0.25,-0.09613095249999999,0.0,355.25,0.5,25.75,64.5,0.36,29.75,69.75,0.25,1.25,0.0825,0.25,0.5,0.0,"Rio de Janeiro, Brazil",2010-05-29,2012-10-13,"['7c000caf64c700d6ebf97ea51bba80da' 'd439358adc49ea79f30e77913bfa3f0f'
 'ff3bcf99582d7c0734fc5c0595923dee' '31a00611c5715815619c4cc6779f25a7']"
Luiz Dutra,135,2015-05-30,Welterweight,MALE,1,0,10.0,0.55,0.0,0.0,0,1,1,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,33,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,170.0,0.0,6.35,2.54,-5.0,0.0,0.0,0.0,237.5,0.0,21.0,43.0,0.48,28.0,52.0,0.0,2.0,0.0,0.0,0.0,0.0,"['Goiania, Goias, Brazil' 'Singapore, Singapore']",2014-01-04,2015-05-30,['05c818112b2bdfdf05f317fe0b7920ea' '441797d9467d8662d727f8310fc6e192']
Luiz Garagorri,-145,2019-08-10,Featherweight,MALE,0,0,3.75,0.54,0.79,1.0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,30,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,145.0,1.0,5.08,2.54,-1.53,0.5,2.11,0.0,,,,,,,,,,,,,,"Montevideo, Uruguay",2019-08-10,2019-08-10,['54fc75a2cbf4f836e5a75164bb015737']
Lukasz Sajewski,245,2016-10-08,Lightweight,MALE,2,0,20.0,0.38,0.0,0.0,0,2,4,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,25,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,-1.3333333333333333,1.6933333333333334,5.926666666666667,-18.5,-0.3333333333333333,-0.9166666666666666,0.0,592.3333333333334,0.0,26.0,86.0,0.3,37.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,"['Berlin, Berlin, Germany' 'Las Vegas, Nevada, USA'
 'Manchester, England, United Kingdom']",2015-06-20,2016-10-08,"['0b933d05f364195da80438147cfa5d55' 'efccd185a4257acc061464bb5ff94008'
 'b37fac72f4e3fe5711cbf0fbe976ec14']"
Luke Barnatt,-135,2015-05-16,Middleweight,MALE,2,0,,,0.4,0.3,3,2,12,0,0,1,1,1,0,3,Orthodox,198.12,195.58,185,27,,,,,,,,,,,,,,0.4,,,,,mixed,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,3.0,185.0,-1.6666666666666667,-7.196666666666666,0.4233333333333332,-37.801587301666665,-0.353968254,-0.39563492066666667,0.0,716.0,0.4,54.4,150.6,0.352,68.8,165.4,0.6,1.4,0.4,0.4,0.4,0.0,"['Austin, Texas, USA' 'Berlin, Germany' 'Las Vegas, Nevada, USA'
 'London, England, United Kingdom' 'Manchester, England, United Kingdom'
 'Manila, Philippines']",2013-04-13,2015-05-16,"['cf35dbe2d60009f2cff186b6120b349a' '8b69f69af9644389a619162853b84f1c'
 '800084fbe26cec008b04a2aa49593b85' '8b0ba13de61514f765b6cece0717d4b5'
 '2fa10230f3aa2aadb76e9e8f57e7d833' 'c1ef1e1542fbd727dcac956a61702b05']"
Luke Jumeau,120,2019-10-05,Welterweight,MALE,0,1,2.93,0.43,0.25,1.0,1,1,9,0,0,2,0,0,0,2,Orthodox,180.34,182.88,170,31,,,,,,,,,,,,,,,,,,,taekwondo,1,0,0,0,0,0,1,1,0,0,0,1,0,2,0,3.0,170.0,0.5,3.81,3.81,13.79,0.2,0.8525,0.0,900.0,0.0,50.666666666666664,102.66666666666667,0.49,58.666666666666664,111.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,"['Auckland, New Zealand' 'Melbourne, Victoria, Australia'
 'Perth, Western Australia, Australia' 'Saitama, Saitama, Japan']",2017-06-10,2019-10-05,"['0fdf9963579bb59188d5b59737a57f46' 'ace278cd6c768065ec0fd8fe3ad2197d'
 'f87a42f0dd1597b6b27b8bab43313965' '3ce15f532c215eb432393a579e93e85e']"
Luke Rockhold,-260,2019-07-06,Light Heavyweight,MALE,1,0,,,0.67,0.3,9,3,34,0,0,2,6,7,0,15,Southpaw,190.5,195.58,205,34,,,,,,,3.0,,,,,,,1.1,United States,RVCA Training Center ,California,Costa Mesa,jiu jitsu,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,4.6,187.0,1.6,-0.7619999999999997,-0.5079999999999996,5.037414164,0.0676735201,0.018570512000000046,0.5,449.77777777777777,0.0,43.666666666666664,76.33333333333333,0.6033333333333334,54.666666666666664,88.66666666666667,0.8333333333333334,1.8333333333333333,0.31666666666666665,0.8333333333333334,1.8333333333333333,0.0,"Las Vegas, Nevada, USA",2013-05-18,2019-07-06,"['07315a5c3a534ebcee7f6a84a1c9a7d8' '23e1afe58e68089fe8ddd484af13f806'
 '7e3da6d3292b0600882a8e3e7a350a31' '4cfadaa211d654b4fc043cc07ffaa656'
 '0892337e0ed378b7811a7f28f9862b71' 'e190d714311a719ea855cae627a6e68b'
 'c8df3315a630bd7b71c3618049eb96ef' '7727ff14461a4a0e99cac31c4806e5ec'
 '070ffdde61b3363c9a97ec7fcb0b6086' '2032ca15df33dff99cb18e2764a3d2d2']"
Luke Sanders,-155,2020-11-28,Catch Weight,MALE,0,1,6.0,0.51,0.37,0.25,2,3,12,0,0,1,2,1,0,4,Southpaw,167.64,170.18,135,34,,,,,,,,,,,,,,,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,135.0,-4.285714285714286,1.4514285714285713,1.0885714285714276,-11.51998953285714,-0.26025641014285716,-0.688676086,0.0,404.8333333333333,0.75,31.5,66.75,0.495,33.0,68.5,0.0,0.25,0.0,0.25,0.25,0.0,"Las Vegas, Nevada, USA",2016-01-17,2020-11-28,"['b469f4e33ba21479409abd4a4eab0ad3' '1a955acdaa16fa46f230cdd40dfc876b'
 '422402d68807714c2506916a32b9c73c' '86d9b432386a7a41dbf328e394f7beb5'
 '071fe7948dd72b683df103fa725ffa87' 'be9f879f3e1093565caa06caa280284a'
 '3625e0f288c6a9b66a9770ff74c8fd0c']"
